ID,Neutral,Positive,Negative,Total,Difference,P_N ratio,Difference ratio,Decile
4463311,32.0,34.0,4.0,70.0,30.0,8.5,0.42857,10
4320409,54.0,35.0,5.0,94.0,30.0,7.0,0.31915,8
4256968,44.0,5.0,37.0,86.0,-32.0,0.13514,-0.37209,1
4442839,25.0,6.0,29.0,60.0,-23.0,0.2069,-0.38333,1
4298941,43.0,30.0,6.0,79.0,24.0,5.0,0.3038,8
4484212,28.0,22.0,2.0,52.0,20.0,11.0,0.38462,9
4362687,28.0,25.0,2.0,55.0,23.0,12.5,0.41818,10
4382898,18.0,24.0,5.0,47.0,19.0,4.8,0.40426,10
4422723,19.0,36.0,1.0,56.0,35.0,36.0,0.625,10
4277843,50.0,36.0,4.0,90.0,32.0,9.0,0.35556,9
4341815,44.0,9.0,23.0,76.0,-14.0,0.3913,-0.18421,2
4402939,21.0,9.0,1.0,31.0,8.0,9.0,0.25806,7
4504852,27.0,4.0,13.0,44.0,-9.0,0.30769,-0.20455,1
4256486,70.0,27.0,8.0,105.0,19.0,3.375,0.18095,5
4443206,57.0,43.0,6.0,106.0,37.0,7.16667,0.34906,9
4340659,48.0,15.0,15.0,78.0,0.0,1.0,0.0,3
4462928,45.0,27.0,11.0,83.0,16.0,2.45455,0.19277,5
4482560,41.0,20.0,6.0,67.0,14.0,3.33333,0.20896,5
